Song,Artist,Link,Year,Month,Count/Month
The Marías - I Don't Know You,The Marías,YzKM5g_FwYU,2021,Jan,1
The Marías - Asia Tour Diary,The Marías,zK55Y_Np1g4,2021,Jan,1
The Marías - Care For You,The Marías,El8eL8oRTB4,2021,Jan,1
Small Crush - Running,TheLazylazyme,ljOwqfZfhZs,2021,Jan,1
The Marías - Baby One More Time,The Marías,YPHn4xSvjNM,2021,Jan,1
Dayglow - Close to You,David Dean Burkhart,SWjtQVt-Gp4,2021,Jan,1
Her's | Best Of,The Daily Dose,5KDr8adae3M,2021,Jan,1
Her's - What Once Was,David Dean Burkhart,uYg6hTHHK18,2021,Jan,2
Men I Trust - Forever Live (full album HQ),Men I Trust,_U9epQ-0I8k,2021,Jan,1
Cemeteries - Sodus,David Dean Burkhart,YxbeynIfzd8,2021,Jan,4
The Trip,Still Corners ,dChqaYS7NUg,2021,Jan,3
Skinshape - I Didn't Know (Official Video),Skinshape,ulOgzjdBdzY,2021,Jan,2
Clio - Ai-je perdu le nord ? (Clip Officiel),ClioVEVO,tK7EkEUQk1c,2021,Jan,2
FOALS - Everything Not Saved Will Be Lost Parts 1& 2 [Listening Party] (Official Audio),Foals,vIKqF0qXg9Q,2021,Jan,1
Men I Trust - Numb,Men I Trust,xAz_DzPUjrM,2021,Jan,1
We're Not Just Friends,"Parks, Squares and Alleys ",UURm6TA_unI,2021,Jan,1
Clio - Déjà Venise (Clip officiel),ClioVEVO,H0lbHMlM0CU,2021,Jan,5
Washed Out - Purple Noon (Full Album),The Daily Dose,cAwLIYC4DVA,2021,Jan,1
Emotion feat. Wild Nothing,Molly Burch ,APlSErWwYbo,2021,Jan,1
Molly Burch - Emotion (feat. Wild Nothing),David Dean Burkhart,CD8s2ijE0Fk,2021,Jan,2
Phoebe Bridgers – ICU (The Late Late Show Performance),Phoebe Bridgers,u93hB8F9hOw,2021,Jan,1
Phoebe Bridgers - Scott Street (Official Video),Phoebe Bridgers,W-Khe7DInxo,2021,Jan,1
Phoebe Bridgers - I Know the End (Official Video),Phoebe Bridgers,WJ9-xN6dCW4,2021,Jan,1
Phoebe Bridgers - Punisher ( Full Album 2020),Fam Guy Ep,934qT53iK6U,2021,Jan,1
Phoebe Bridgers - Smoke Signals (Official Music Video),Phoebe Bridgers,vAKg267JgBE,2021,Jan,1
Souvenir,Julien Baker ,RPGcCvUf-mQ,2021,Jan,1
Phoebe Bridgers - Motion Sickness (Official Video),PhoebeBridgersVEVO,9sfYpolGCu8,2021,Jan,1
Phoebe Bridgers - Kyoto (Official Video),PhoebeBridgersVEVO,Tw0zYd0eIlk,2021,Jan,2
Man Of The Hour (Digitally Remastered 2001),The Outlaws ,xFIfV2_L7rE,2021,Jan,1
STRFKR - Sea Foam,David Dean Burkhart,NuoExBBUHxE,2021,Jan,1
Hello?,Clairo ,QkeehQ8D_VM,2021,Jan,1
Francis Lung - Brooklyn Gurls,David Dean Burkhart,MCMdgs8VqZc,2021,Jan,1
CASTLEBEAT - VHS (Full Album),Spirit Goth,QuqM1GyLWh8,2021,Jan,1
The Blaze - Territory - Official Video,The Blaze,54fea7wuV6s,2021,Jan,1
Blue,Far Caspian ,Vz3Lq3AGsaM,2021,Jan,1
What Once Was,Her's ,l-rjYVI3OMo,2021,Jan,1
Let's Go Outside,Far Caspian ,QMtnZLWB608,2021,Jan,1
Parcels - Clockscared,Délicieuse Musique,9a-cUQel5D8,2021,Jan,1
"Parcels - Gamesofluck (Live from Hansa Studios, Berlin)",Parcels,0AwxHCI_BnA,2021,Jan,1
The Marías - Ruthless,The Marías,3moMHMhiq7c,2021,Jan,1
The C90s - Shine A Light (Flight Facilities Remix),Flight Facilities,K57dVZ4oHtQ,2021,Jan,1
The Chain Gang of 1974 - Sleepwalking,The Chain Gang Of 1974,rprf7LEraU4,2021,Jan,1
Foxes in Fiction - Ontario Gothic,David Dean Burkhart,YeNXFVev8Jg,2021,Jan,1
Pomme - Je t'emmènerais bien,PommeOfficialVEVO,KsE-gOpoHUI,2021,Jan,1
Amoureuse,Clio ,ME5PkJwbwhY,2021,Jan,1
mxmtoon - prom dress (official video),mxmtoon,AeUeLzBO0go,2021,Jan,1
Lorde - Perfect Places,LordeVEVO,J0DjcsK_-HY,2021,Jan,1
Peach Pit - Private Presley,PEACH PIT,yAG0uV_ZphQ,2021,Jan,1
Ex:Re - Romance,elenatonraVEVO,l_Pf7z9Zr70,2021,Jan,1
Harlem River,Kevin Morby ,JjXEXox3668,2021,Jan,1
Sur les horodateurs,Clio ,VIepF4zHTHI,2021,Jan,1
Clio - Déjà Venise (Clip officiel),ClioVEVO,H0lbHMlM0CU,2020,Dec,1
CLIO - T'as vu [CLIP OFFICIEL],Clio,9enP5t05wFU,2020,Dec,3
Clio - Ai-je perdu le nord ? (Clip Officiel),ClioVEVO,tK7EkEUQk1c,2020,Dec,1
Claire Laffut - Mojo,ClaireLaffutVEVO,pBuptOEL_Rc,2020,Dec,1
Claire Laffut - Vérité,ClaireLaffutVEVO,tQ3HWIsZXPM,2020,Dec,11
Rabbit Hole,Cherry Glazerr ,wiwsbg_tf4o,2020,Dec,3
Swimming Tapes - Morningside [Full Album],Nice Guys,jmyDo0CgEX0,2020,Dec,1
"Kid Francescoli - ""Moon"" (Official Video)",Kid Francescoli,fdixQDPA2h0,2020,Dec,7
CLIO - Amoureuse [CLIP OFFICIEL],Clio,fxeiOe-X6g4,2020,Dec,1
FOALS - Neptune [Official Music Video],Foals,Tw4w0Qh-d08,2020,Dec,4
Lo Moon - Loveless (Video),LoMoonVEVO,bnXkMNyc794,2020,Dec,2
Thinking Of A Place,The War On Drugs ,NVKbnXRXQog,2020,Dec,2
The Curse,Agnes Obel ,ZKEK5mVTOEo,2020,Dec,8
Palace - Heaven Up There,WeArePalaceVEVO,1cS_i-zDdxg,2020,Dec,5
Circa Waves - Sad Happy (Official Video),CircaWaves,5_8MAhaoyVk,2020,Dec,1
Low Hum - Comatose,LOW HUM,JRLFr6THaTI,2020,Dec,7
L'Impératrice | Best Of,The Daily Dose,LxIxgXlh5A0,2020,Dec,3
Palace - Running Wild,WeArePalaceVEVO,GE2oX0ra1M8,2020,Dec,1
Cherry Glazerr - Rabbit Hole (Official Audio),Secretly Canadian,LNTh8skeWDA,2020,Dec,1
Cherry Glazerr - Rabbit Hole,David Dean Burkhart,-aDQgfM9o5Q,2020,Dec,2
Meltt - Swim Slowly (Full Album),The Daily Dose,PcoxBKOCxqY,2020,Dec,8
Her's - What Once Was,David Dean Burkhart,uYg6hTHHK18,2020,Dec,1
Parcels - Live Vol. 1 (Complete Footage),Parcels,e4TFD2PfVPw,2020,Dec,11
Space song,The Daily Dose,SzOKjTm81zI,2020,Dec,1
Lorde - Perfect Places,LordeVEVO,J0DjcsK_-HY,2020,Dec,4
Kina Grannis - Oh What a Love,David Dean Burkhart,Nfpg4sJTDxo,2020,Dec,1
Far Caspian - Blue,David Dean Burkhart,Ut32pLNe-lM,2020,Dec,1
Cherry Glazerr - Told You I'd Be With The Guys (Official Video),CherryGlazerrVEVO,GFgz9aiiZlQ,2020,Dec,1
Lorde - Team,LordeVEVO,f2JuxM-snGc,2020,Dec,4
Low Hum | Best Of,The Daily Dose,XWsyCcpzORA,2020,Dec,7
Peach Pit - Tommy's Party,PEACH PIT,iMUbmiXlHww,2020,Dec,2
Parcels ~ Gamesofluck (Official Audio),Parcels,O8mqObs7gv0,2020,Dec,2
Shine On You Crazy Diamond (Parts I-V),Pink Floyd ,54W8kktFE_o,2020,Dec,3
Electric Guest - Troubleman,Electric Guest,3OC2aPCuzjo,2020,Dec,18
Black Pumas - Colors (Official Live Session),BlackPumasVEVO,0G383538qzQ,2020,Dec,7
Enjoying the view for a moment | Brendon Moon,The Daily Dose,U2h1Cp_tl4A,2020,Dec,1
TENDER - Fear of Falling Asleep,TenderVEVO,15I4DzkaX2E,2020,Dec,1
Small Forward - Small Forward (Full Album),The Daily Dose,KsSDnNcrvrA,2020,Dec,6
Movement,Hozier ,4Be-eJLO8ig,2020,Dec,1
Far Caspian | Best Of,The Daily Dose,1t2BAVzJVL4,2020,Dec,9
Oh Wonder - Without You,OhWonderMusicVEVO,zLAhRiUeJ8E,2020,Dec,1
Flight Facilities - Crave you feat. Giselle (Official Video),Flight Facilities,r0bS-YnLf4s,2020,Dec,1
Flight Facilities - Clair De Lune feat. Christine Hoberg,Flight Facilities,Jcu1AHaTchM,2020,Dec,1
SYML - Hurt for Me (Full Album Stream),nettwerkbackstage,sOdJMGVFYAg,2020,Dec,1
SYML - Fear of the Water [Official Music Video],NettwerkMusic,-T4THwne8IE,2020,Dec,2
Sodus,Cemeteries ,gR3Osz_5r14,2020,Dec,3
Foster The People - Imagination (Official Audio),fosterthepeopleVEVO,NE6pANWJGuU,2020,Dec,1
Wish You Were Here,Pink Floyd ,hjpF8ukSrvk,2020,Dec,1
Poles Apart,Pink Floyd ,5ciWB7VykII,2020,Dec,1
Comfortably Numb,Pink Floyd ,x-xTttimcNk,2020,Dec,2
Shine On You Crazy Diamond,Pink Floyd ,nHER1RmSqA8,2020,Dec,1
Welcome To The Machine,Pink Floyd ,tBvAxSx0nAM,2020,Dec,1
Have A Cigar,Pink Floyd ,tbdpv7G_PPg,2020,Dec,1
Shine On You Crazy Diamond (Parts Vi-Ix),Pink Floyd ,wE2GZ2Vpqjo,2020,Dec,2
"Choir Boy - ""Nites Like This"" (Official Audio)",Dais Records,P_WBu0b2SNs,2020,Dec,1
Swimming Tapes - Pyrenees (Official Audio),Swimming Tapes,lCOhfHjrx-c,2020,Dec,1
Fcking Drones,The Vernes ,DkXmBGyi6Ic,2020,Dec,1
Fellini Félin - On The Way Home,Délicieuse Musique,tOD7keuKdts,2020,Dec,1
Far Caspian - A Dream Of You,TheLazylazyme,WC9olQndSkI,2020,Dec,1
Stray Fossa - It's Nothing,David Dean Burkhart,-_3CKsvALVg,2020,Dec,1
Stello - So In Love (Official Audio),Stello,bW-fnl60L4I,2020,Dec,1
Let's Go Outside,Far Caspian ,QMtnZLWB608,2020,Dec,2
Stray Fossa - Eyze,Stray Fossa,-4HNVYH6qms,2020,Dec,1
Skinshape - I Didn't Know (Official Video),Skinshape,ulOgzjdBdzY,2020,Dec,2
Stray Fossa - These Days,Stray Fossa,x-cLk_SFGsk,2020,Dec,1
In a Mood,TheSecondSex ,qafSZZl0_tY,2020,Dec,1
The C90s - Shine A Light (Flight Facilities Remix),Flight Facilities,K57dVZ4oHtQ,2020,Dec,1
The Chain Gang of 1974 - Sleepwalking,The Chain Gang Of 1974,rprf7LEraU4,2020,Dec,3
Small Forward - Bloodhounds,David Dean Burkhart,ueLjlkWkH88,2020,Dec,1
The Washing Line Economy - Supply & Demand (Full Album),The Daily Dose,5fRCWtQcnS8,2020,Dec,1
THEM THERE l BLAZE  l Official Music Video,Them There,ZKE1DVGAhKc,2020,Dec,3
Harlem River,Kevin Morby ,JjXEXox3668,2020,Dec,1
Ex:Re - Romance,elenatonraVEVO,l_Pf7z9Zr70,2020,Dec,1
Foals - Spanish Sahara [Official Video],Foals,eYoINidnLRQ,2020,Dec,1
Manchester Orchestra - The Silence (Official Music Video),manchesterorchVEVO,8ui9umU0C2g,2020,Dec,1
Leon Bridges - River (Official Music Video),LeonBridgesVEVO,0Hegd4xNfRo,2020,Dec,1
Michael Kiwanuka - Cold Little Heart (Official Video),MichaelKiwanukaVEVO,nOubjLM9Cbc,2020,Dec,3
Kavinsky - Odd Look ft. The Weeknd,KavinskyVEVO,N70DRo8_WwA,2020,Dec,3
"Sufjan Stevens, ""Should Have Known Better"" (Official Audio)",Asthmatic Kitty Records,lJJT00wqlOo,2020,Dec,1
Visions of Gideon,Sufjan Stevens ,zlxDu7WSWss,2020,Dec,1
Washed Out - Purple Noon (Full Album),The Daily Dose,cAwLIYC4DVA,2020,Dec,1
SALES | Best Of,The Daily Dose,NVdoqo0w9YQ,2020,Dec,1
Parcels - Clockscared,Délicieuse Musique,9a-cUQel5D8,2020,Dec,2
Bonobo - Migration (Full Album),The Daily Dose,LEVI37XfL8Q,2020,Dec,1
Peach Pit - Sweet FA (Official Video),PEACH PIT,vQ9QtJ72fVc,2020,Dec,2
Parcels | Best Of,The Daily Dose,zrp98BddP8Q,2020,Dec,1
Tommy's Party,Peach Pit ,9M-Iinvaxcs,2020,Dec,1
Peach Pit - Denny's Garage (Official Audio),PeachPitVEVO,w2nUDI2LwNY,2020,Dec,1
Grace,Will Young ,T-3OKio4IFg,2020,Dec,2
Paradis - Toi Et Moi (Official Video),ParadisVEVO,5H4ekRWiW6U,2020,Dec,1
Her's | Best Of,The Daily Dose,5KDr8adae3M,2020,Dec,1
Claire Laffut - Nudes ft. Yseult,ClaireLaffutVEVO,5ePpP5SJnGk,2020,Dec,1
Men I Trust - Lauren,Men I Trust,TNsSBhl_2LI,2020,Dec,1
FOALS - FBC Transmission #01: The Making Of Exits,Foals,YzFJ0ttS1co,2020,Dec,1
Bob Moses - Grace (Official Audio),Bob Moses,hyAoQAzwX5g,2020,Dec,1
Bob Moses - Tearing Me Up,Délicieuse Musique,NAS5Z1GvxrQ,2020,Dec,1
FOALS - Birch Tree [Official Music Video],Foals,pFkGvVFdx-o,2020,Dec,1
Instant Crush,Daft Punk ,khnokW3Mw24,2020,Dec,1
November Rain,Guns N' Roses ,y6lfK3bH4z8,2020,Dec,1
Stairway to Heaven (Remaster),Led Zeppelin ,iXQUu5Dti4g,2020,Dec,1
Mild Orange - Foreplay [Full Album],Nice Guys,1hrUaOrIQR4,2020,Dec,1
Palace - Heaven Up There (Official Video),WeArePalaceVEVO,IiYkrGTGF-k,2020,Dec,2
MorMor-  Heaven's Only Wishful,MorMor Music,9PvIIn6cc1M,2020,Dec,1
Peach Pit - Alrighty Aphrodite (Official Video),PEACH PIT,ICNtZKmQGMw,2020,Dec,1
"Parcels - Comedown (Live from Hansa Studios, Berlin)",Parcels,v0GzIguNPUA,2020,Dec,1
The Perfect Soundtrack For Failure (GTA 5 OHKO Fail),DarkViperAU Clips,1ozhwBu5cGI,2020,Dec,1
French 79 - Hometown [Official Video],French 79,yAv5pLO37mE,2020,Dec,3
Everyone You Know - Charlie (Official Video),EveryoneYouKnowVEVO,rZ6cWDmh02E,2020,Dec,1
Bilal Göregen - GTA San Andreas Theme Song Soundtrack Remix (Grand Theft Auto),Bilal Göregen,maKHf7uY5uk,2020,Dec,1
Parcels - Tieduprightnow (Live in New York City),Parcels,PTFK96KNfIE,2020,Dec,1
Meltt | Best Of,The Daily Dose,Wnk50AiVo2k,2020,Dec,1
"Parcels - Redline / IknowhowIfeel / Elude (Live from Hansa Studios, Berlin)",Parcels,3kBIxmjun1U,2020,Dec,1
Varsity - “Fine Forever” (Official Audio),Run For Cover Records,fsgHoOq7NuA,2020,Dec,1
Stray Fossa - It's Nothing (single),Stray Fossa,urpZm6_zKZE,2020,Dec,1
Parcels ~ Overnight (Official Audio),Parcels,BTdBc2Ba8ts,2020,Dec,1
Dancing,Mellow Fellow ,MaH_WX8CS7c,2020,Dec,1
In My Head,Bedroom ,S1KNYqEpI2w,2020,Dec,1
A Dream of You,Far Caspian ,CnkFFbLp2xk,2020,Dec,1
The Chainsmokers - Closer (Official Video) ft. Halsey,ChainsmokersVEVO,0zGcUoRlhmw,2020,Dec,1
Justin Timberlake - Mirrors (Official Video),justintimberlakeVEVO,uuZE_IRwLNI,2020,Dec,2
LORDE - Team (Audio),Lorde,4g03b4U_aPk,2020,Dec,1
AURORA - Runaway,iamAURORAVEVO,d_HlPboLRL8,2020,Dec,1
Mild Orange - Freak In Me (Official Video),Mild Orange,RrIV6tnuQG0,2020,Dec,1
Heavenly - Cigarettes After Sex,CigarettesAfterSex,s1QCL9AGbO0,2020,Dec,1
K.,Cigarettes After Sex ,_67Q6X2KQXk,2020,Dec,1
Affection - Cigarettes After Sex,CigarettesAfterSex,5soixb2U6xM,2020,Dec,1
Apocalypse - Cigarettes After Sex,CigarettesAfterSex,sElE_BfQ67s,2020,Dec,1
To Build A Home,The Cinematic Orchestra ,OAYuMygPkbI,2020,Dec,1
London Grammar - Wasting My Young Years [Official Video],London Grammar,pkeDBwsIaZw,2020,Dec,1
Lorde - Tennis Court,LordeVEVO,D8Ymd-OCucs,2020,Dec,1
Dorian,Agnes Obel ,-Og7FCO5hMg,2020,Dec,2
Taylor Swift - Wildest Dreams,TaylorSwiftVEVO,IdneKLhsWOQ,2020,Dec,1
Tove Lo - Habits (Stay High),ToveLoVEVO,oh2LWWORoiM,2020,Dec,1
Fuel to Fire,Agnes Obel ,c0PAqxbGXsg,2020,Dec,2
Kavinsky - First Blood (Official Audio),RecordMakers,O3QcsBFH6zY,2020,Dec,1
Everyone You Know - The Drive (Official Video),EveryoneYouKnowVEVO,nzsMGm9m-kE,2020,Dec,1
Cemeteries - Sodus,David Dean Burkhart,YxbeynIfzd8,2020,Dec,1
Luna (Moon of Claiming),Cemeteries ,IltQHVT7qZk,2020,Dec,1
Kavinsky - Pacific Coast Highway (Official Audio),RecordMakers,-5FKNViujeM,2020,Dec,1
Timecop1983 - Secrets,Timecop1983,kEYNRi9ufWs,2020,Dec,1
Odd Look,Kavinsky ,vJ1oyOazhEk,2020,Dec,1
Kavinsky - Protovision,KavinskyVEVO,41_svUt5_e0,2020,Dec,1
It's Late,A Beacon School ,jMjTOhqQ2Bs,2020,Dec,1
Hazel English - I'm Fine [Official Lyrics Video],Hazel English,lYcp1bUb4lU,2020,Dec,1
The Blaze - Territory - Official Video,The Blaze,54fea7wuV6s,2020,Dec,1
Kavinsky - Odd Look,KavinskyVEVO,qT0iQRjHbW4,2020,Dec,1
Kavinsky - Nightcall (Drive Original Movie Soundtrack) (Official Audio),RecordMakers,MV_3Dpw-BRY,2020,Dec,1
Oblivion Soundtrack - M83 - Oblivion (ft - Susanne Sundfor),OBA'G Houses Won't Understand,oJeode5M5SA,2020,Dec,2
Yum Yuck - Orange Sunshine (Full Album),The Daily Dose,r_VumVTTgpg,2020,Dec,1
Riverside,Agnes Obel ,hFlF3YgGTek,2020,Dec,1
TENET Official Soundtrack | POSTERITY - Ludwig Göransson | WaterTower,WaterTower Music,ZE5zXLOyEOQ,2020,Dec,1
K. - Cigarettes After Sex (Long),Long Music Official,4DrC4PShl-M,2020,Dec,1
Chet Faker - Gold (Official Music Video),ChetFakerVEVO,hi4pzKvuEQM,2020,Dec,1
Cigarettes After Sex | Best Of,The Daily Dose,MpGL_VHBdj0,2020,Dec,2
CASTLEBEAT - VHS (Full Album),Spirit Goth,QuqM1GyLWh8,2020,Dec,1
Electric Guest - Oh Devil,Electric Guest,eWc9hvNV3ko,2020,Dec,1
THEM THERE l BLAZE  l Official Music Video,Them There,ZKE1DVGAhKc,2020,Nov,2
Meltt - Swim Slowly (Full Album),The Daily Dose,PcoxBKOCxqY,2020,Nov,5
Still Corners | Best Of,The Daily Dose,IeAWn8zTbqg,2020,Nov,1
Kanye West - Runaway (Video Version) ft. Pusha T,KanyeWestVEVO,Bm5iA4Zupek,2020,Nov,1
Alex Turner: The Making of 'Tranquility Base Hotel & Casino' | Apple Music,Apple Music,S44AQ7Rnt8Y,2020,Nov,1
Foxes in Fiction - Ontario Gothic,David Dean Burkhart,YeNXFVev8Jg,2020,Nov,1
Cemeteries - Sodus,David Dean Burkhart,YxbeynIfzd8,2020,Nov,1
Visions of Gideon,Sufjan Stevens ,zlxDu7WSWss,2020,Nov,1
To Build A Home,The Cinematic Orchestra ,OAYuMygPkbI,2020,Nov,1
Mystery of Love,Sufjan Stevens ,8ECPu3iumnE,2020,Nov,1
Shine On You Crazy Diamond (Parts I-V),Pink Floyd ,54W8kktFE_o,2020,Nov,1
Clairo - White Flag,Claire Cottrill,hddOAVwMvqU,2020,Nov,1
Clairo - Sinking,Claire Cottrill,G64_xr3nf44,2020,Nov,1
Clairo - Softly,Claire Cottrill,SQdgdWayPhQ,2020,Nov,1
Clairo - North,Claire Cottrill,W6Tzl8vISjQ,2020,Nov,1
Far Caspian | Best Of,The Daily Dose,1t2BAVzJVL4,2020,Nov,1
Rod Stewart - Young Turks (Official Video),Rod Stewart,zQ41hqlV0Kk,2020,Nov,1
She,dodie ,gEdZFhCEjWI,2020,Nov,1
If I'm Being Honest,dodie ,ljRAR8LXo1k,2020,Nov,1
Sofia,Clairo ,wD__jpWgWkQ,2020,Nov,1
Monster,dodie ,k_L5ONAiDAE,2020,Nov,1
If Cardi B was the voice of Pikachu...,Music Life,zJbltNanBIk,2020,Nov,1
Marshmello & Halsey - Be Kind (Official Music Video),Marshmello,ePao0cTGG-o,2020,Nov,1
Cat Vibing To Ievan Polkka (Official Video HD) Cat Vibing To Music | Cat Vibing Meme,Bilal Göregen,NUYvbT6vTPs,2020,Nov,1
Cage The Elephant - Cigarette Daydreams (Official Video),CageTheElephantVEVO,opeETnB8m8w,2020,Nov,1
Of Monsters And Men - Little Talks (Official Video),OfMonstersAndMenVEVO,ghb6eDopW8I,2020,Nov,1
Rick Astley - Never Gonna Give You Up (Official Music Video),Rick Astley,dQw4w9WgXcQ,2020,Nov,1
Toto - Africa (Official HD Video),TotoVEVO,FTQbiNvZqaY,2020,Nov,1
Kygo - Stole The Show feat. Parson James [Official Music Video - YTMAs],KygoMusic,BgfcToAjfdc,2020,Nov,1
Calvin Harris - Sweet Nothing (Official Video) ft. Florence Welch,CalvinHarrisVEVO,17ozSeGw-fY,2020,Nov,1
Route 94 - My Love ft. Jess Glynne (Official Music Video),Route94VEVO,BS46C2z5lVE,2020,Nov,1
Foster The People - Pumped Up Kicks (Official Video),fosterthepeopleVEVO,SDTZ7iX4vTQ,2020,Nov,1
Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO),Robin Schulz,bvC_0foemLY,2020,Nov,1
Calvin Harris & Disciples - How Deep Is Your Love,CalvinHarrisVEVO,EgqUJOudrcM,2020,Nov,1
Kiesza - Hideaway (Official Music Video),KieszaVEVO,Vnoz5uBEWOA,2020,Nov,1
SPOOKY SCARY,doddleoddle,DDfMdv9wEr0,2020,Nov,1
Heaven,Clairo ,1d3iOGIB10I,2020,Oct,7
In My Head,Bedroom ,S1KNYqEpI2w,2020,Oct,6
Bubble Gum,Clairo ,4ptgVKcTYsE,2020,Oct,6
Peach Pit - Alrighty Aphrodite (Official Video),PEACH PIT,ICNtZKmQGMw,2020,Oct,6
NF - Let Me Go (Audio),NFVEVO,6WcxRWufzus,2020,Oct,1
NF - Therapy Session,NFVEVO,KgMzxQW2raE,2020,Oct,1
Visions of Gideon,Sufjan Stevens ,zlxDu7WSWss,2020,Oct,1
Life Ain't the Same,Summer Salt ,WV_a4_uqnJI,2020,Oct,3
Swing Lynn,Twin Cabins ,bqSnxyQje5M,2020,Oct,8
Peach Pit - Private Presley,PEACH PIT,yAG0uV_ZphQ,2020,Oct,2
Peach Pit - Sweet FA (Official Video),PEACH PIT,vQ9QtJ72fVc,2020,Oct,2
Swinging for the Fences,Summer Salt ,gwNws3fpUto,2020,Oct,3
A Dream of You,Far Caspian ,CnkFFbLp2xk,2020,Oct,22
That I Miss You,Vansire ,RSzXK0mUHdg,2020,Oct,17
Oh Dear,Summer Salt ,I-phCYa7k0c,2020,Oct,2
Seventeen,Summer Salt ,HvenI4etMW4,2020,Oct,4
Peach Pit - Seventeen (Official Video),PEACH PIT,wI8fL77-0e0,2020,Oct,4
I Know The End,Phoebe Bridgers ,ZC6mEJ5i5y8,2020,Oct,17
Happy Camper,Summer Salt ,QDwZzDJ2278,2020,Oct,4
Phoebe Bridgers - Motion Sickness (Official Video),PhoebeBridgersVEVO,9sfYpolGCu8,2020,Oct,24
Peach Pit,Peach Pit ,p4y4eT1cJ54,2020,Oct,16
Men I Trust - I hope to be around,Men I Trust,DviID8Ni7Ns,2020,Oct,19
Better For Me,Fake Laugh ,2KAzYYTH2EY,2020,Oct,9
Summer Salt,Summer Salt ,BUNizvVQx5U,2020,Oct,11
Dancing,Mellow Fellow ,MaH_WX8CS7c,2020,Oct,19
Peach Pit - Tommy's Party,PEACH PIT,iMUbmiXlHww,2020,Oct,14
Crumb - Locket [Official Video],Crumb The Band,BqnG_Ei35JE,2020,Oct,15
Peach Pit - Being So Normal,PEACH PIT,3SWXKmi30XY,2020,Oct,2
Grimes - Oblivion,GrimesVEVO,JtH68PJIQLE,2020,Oct,6
Candy Wrappers,Summer Salt ,hB2ru2Xmpu8,2020,Oct,2
Phoebe Bridgers - Scott Street (Official Video),Phoebe Bridgers,W-Khe7DInxo,2020,Oct,11
Revvin' My Cj7,Summer Salt ,tQcMVhoP5m4,2020,Oct,10
One Last Time,Summer Salt ,woykVFF9UtQ,2020,Oct,12
Small Forward - Small Forward (Full Album),The Daily Dose,KsSDnNcrvrA,2020,Oct,3
Peach Pit - Drop The Guillotine (Official Video),PEACH PIT,9yE_cQjokBs,2020,Oct,3
Clairo - Bags,Claire Cottrill,L9HYJbe9Y18,2020,Oct,18
Tom Misch - Beat Tape 1 (Full Album),Tom Misch,gHwXNHXldi0,2020,Oct,1
Justice Der - Covers [Full Album],STEEZYASFUCK,mPymRFeTJa4,2020,Oct,2
It's Late,A Beacon School ,jMjTOhqQ2Bs,2020,Oct,15
Impossible,Clairo ,Qz174ODNvNI,2020,Oct,8
Skinshape - I Didn't Know (Official Video),Skinshape,ulOgzjdBdzY,2020,Oct,8
Sofia,Clairo ,wD__jpWgWkQ,2020,Oct,4
Metamodernity,Vansire ,LHsVtH0CS7I,2020,Oct,16
Unknown Mortal Orchestra - Hunnybee (Official Video),UMOVEVO,IJrKlSkxRHA,2020,Oct,6
Being so Normal,Peach Pit ,3jxiD3Up3mw,2020,Oct,6
Summer Salt - Fire Flower (Official Video),Summer Salt,5oNqaRLDOi0,2020,Oct,10
Her's - Cool With You (Official Audio),Heist or Hit,ZoYOJ_2F5Jg,2020,Oct,5
Far Caspian | Best Of,The Daily Dose,1t2BAVzJVL4,2020,Oct,8
Summer Salt - Happy Camper [Full Album],Nice Guys,EMqRGcOeRkw,2020,Oct,3
Cemeteries - Sodus,David Dean Burkhart,YxbeynIfzd8,2020,Oct,11
Denny's Garage,Peach Pit ,wd1yRHArI4o,2020,Oct,13
How (demo),Clairo ,2vCYtoIhCzE,2020,Oct,3
Her's | Best Of,The Daily Dose,5KDr8adae3M,2020,Oct,1
Current Joys - Kids,David Dean Burkhart,dDDulcqQEuc,2020,Oct,4
Kyoto,Phoebe Bridgers ,Ubt_qaac_wM,2020,Oct,8
Men I Trust - Say Can You Hear (garage session),Men I Trust,h076DeX_Z-o,2020,Oct,10
Morning Tea,Summer Salt ,wYRJBJAS_gQ,2020,Oct,1
The Marías - Care For You,The Marías,El8eL8oRTB4,2020,Oct,2
Chelsea,Phoebe Bridgers ,eZZSojd65j0,2020,Oct,5
Fast Furious and Wonderful,Summer Salt ,Id7sNLNAYyA,2020,Oct,1
Smoke Signals,Phoebe Bridgers ,RmvZoFvxfEU,2020,Oct,8
Chinese Satellite,Phoebe Bridgers ,i63yumCNdJs,2020,Oct,12
Alrighty Aphrodite,Peach Pit ,6e3qnMmeApE,2020,Oct,8
Palm Tree on Avenue G,Summer Salt ,6bvZCvJUTLg,2020,Oct,1
Lovesick,Summer Salt ,1ATI4VFSpwI,2020,Oct,2
Every Time Around,Vansire ,ENJZshdeuWI,2020,Oct,2
Please Don't Go,Mykey ,0NMwculmIGA,2020,Oct,3
Magic Boy,Summer Salt ,t6W9FFDF1mk,2020,Oct,2
Change Your Mind,CASTLEBEAT ,c6B0SHIt4Lw,2020,Oct,14
Full Catastrophe,Summer Salt ,6HMOfpBul5g,2020,Oct,2
Foxes in Fiction - Ontario Gothic,David Dean Burkhart,YeNXFVev8Jg,2020,Oct,5
