Song,Artist,Link,Year,Month,Count/Month
Foster The People - Imagination (Official Audio),fosterthepeopleVEVO,NE6pANWJGuU,2020,Jan,3
Calvin Harris & Disciples - How Deep Is Your Love,CalvinHarrisVEVO,EgqUJOudrcM,2020,Jan,1
Duke Dumont - Ocean Drive (Official Music Video),DukeDumontVEVO,KDxJlW6cxRk,2020,Jan,1
Sam Smith - Stay With Me (Official Video),SamSmithVEVO,pB-5XG-DbAA,2020,Jan,1
Hurts - Ready to Go,HurtsVEVO,PP2G3dm_fsc,2020,Jan,3
The Weeknd - The Hills (Official Video),TheWeekndVEVO,yzTuBuRdAyA,2020,Jan,1
Arctic Monkeys - Snap Out Of It (Official Video),ArcticMonkeysVEVO,H8tLS_NOWLs,2020,Jan,2
Clean Bandit - Rather Be ft. Jess Glynne [Official Video],Clean Bandit,m-M1AtrxztU,2020,Jan,1
Alec Benjamin - Let Me Down Slowly [Official Music Video],Alec Benjamin,50VNCymT-Cs,2020,Jan,1
Sam Smith - I'm Not The Only One (Official Video),SamSmithVEVO,nCkpzqqog4k,2020,Jan,2
Nothing But Thieves - Forever & Ever More (Official Video),NBTVEVO,zcw_rOzNTx8,2020,Jan,2
Nothing But Thieves - Take This Lonely Heart (Lyric Video),NBTVEVO,l_UzKgQrRPI,2020,Jan,2
Nothing But Thieves - I'm Not Made by Design (Live At Brixton Academy),NBTVEVO,RqfeNCxgf3U,2020,Jan,1
KALEO - Way Down We Go (Official Music Video),KALEO,0-7IHOXkiV8,2020,Jan,2
Nothing But Thieves - Hanging (Live at The Forum),NBTVEVO,GAEZ6U3jGmM,2020,Jan,1
Nothing But Thieves - Broken Machine (Stripped Version),NBTVEVO,S6Nt1ssPLBA,2020,Jan,1
Nothing But Thieves - Ban All the Music,NBTVEVO,dRdCdCtdMiU,2020,Jan,2
Arctic Monkeys - Four Out Of Five (Official Audio),Official Arctic Monkeys,zKJrrMIsghI,2020,Jan,2
Trip Switch,Nothing but Thieves ,PPgPIbk1PHw,2020,Jan,3
Come Alive - FMLYBND (FIFA 15 Soundtrack),FIFA Players,XmzjIDRIhY0,2020,Jan,1
Kodaline - All I Want (Part 1),KodalineVEVO,mtf7hC17IBM,2020,Jan,1
Arctic Monkeys - One For The Road (Official Video),Official Arctic Monkeys,qN7gSMPQFss,2020,Jan,1
No. 1 Party Anthem,Arctic Monkeys ,mGUjVbsYG6E,2020,Jan,2
I Wanna Be Yours,Arctic Monkeys ,nyuo9-OjNNg,2020,Jan,1
Riptide,Vance Joy ,MsTWpbR_TVE,2020,Jan,2
Gods,Nothing but Thieves ,KmDhdN7FvJ0,2020,Jan,1
Tame Impala - It Might Be Time (Official Audio),tameimpalaVEVO,4hZ_wTx_kWg,2020,Jan,1
Itch,Nothing but Thieves ,NV0tgSZTP94,2020,Jan,1
Nothing But Thieves - Sorry (Stripped Back),NBTVEVO,_GC5AVsf528,2020,Jan,1
Catfish and the Bottlemen - Longshot,TheBottlemenVEVO,XUd2S8a2ChQ,2020,Jan,2
Foster The People - Sit Next to Me (Audio),fosterthepeopleVEVO,BKLVpDTZOPQ,2020,Jan,1
Arabella,Arctic Monkeys ,80oOFk5tYps,2020,Jan,1
Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,ToveLoVEVO,SYM-RJwSGQ8,2020,Jan,1
Cage The Elephant - Cold Cold Cold,CageTheElephantVEVO,n95eekfFZZg,2020,Jan,1
The Neighbourhood - R.I.P. 2 My Youth (Official Video),TheNeighbourhoodVEVO,vKH-rcO6PA8,2020,Jan,1
The 1975 - TOOTIMETOOTIMETOOTIME (Official Video),The1975VEVO,4fxPQUKfim4,2020,Jan,1
Nick Jonas - Close ft. Tove Lo,NickJonasVEVO,XgJFqVvb2Ws,2020,Jan,1
Young the Giant: Superposition [OFFICIAL VIDEO],Young the Giant,QxJhrwyn0M4,2020,Jan,1
Young the Giant: Cough Syrup [OFFICIAL VIDEO],Young the Giant,UAsTlnjvetI,2020,Jan,1
Foster The People - Worst Nites (Official Video),fosterthepeopleVEVO,sJC05MPEpV8,2020,Jan,1
Foster The People - Houdini (Video),fosterthepeopleVEVO,_GMQLjzVGfw,2020,Jan,1
Foster The People - Coming of Age (Official Video),fosterthepeopleVEVO,MBqzrj18S2w,2020,Jan,1
Sean Paul - No Lie ft. Dua Lipa,SeanPaulVEVO,GzU8KqOY8YA,2020,Jan,1
The 1975 - The Sound,The1975VEVO,FSnAllHtG70,2020,Jan,1
Sam Smith - Writing's On The Wall (from Spectre) (Official Video),SamSmithVEVO,8jzDnsjYv9A,2020,Jan,3
The Lumineers - Sleep On The Floor (Official Video),LumineersVEVO,v4pi1LxuDHc,2020,Jan,1
twenty one pilots - Ride (Official Video),twenty one pilots,Pw-0pbY9JeU,2020,Jan,1
Arctic Monkeys - R U Mine? (Official Video),Official Arctic Monkeys,VQH8ZTgna3Q,2020,Jan,1
Tempt You (Evocatio),Nothing but Thieves ,MAfmexaffFg,2020,Jan,1
Nothing But Thieves :: Emergency (Official Video),Nothing But Thieves,iryBlLyxEsk,2020,Jan,1
Six Billion,Nothing but Thieves ,yh7ryfBzkN8,2020,Jan,1
The Neighbourhood - The Beach (Audio),TheNeighbourhoodVEVO,DujKJ1OaLQE,2020,Jan,1
Cry Baby,The Neighbourhood ,r4LGe12tNR8,2020,Jan,1
Nothing But Thieves - Hanging (Official Audio),NBTVEVO,I0pL-nqcFiY,2020,Jan,1
Excuse Me,Nothing but Thieves ,a5uh1McvwNk,2020,Jan,1
Nothing But Thieves - Amsterdam (Live at Dingwalls),NBTVEVO,Je7OEjykxqo,2020,Jan,1
The Neighbourhood - Daddy Issues (Official Video),TheNeighbourhoodVEVO,_lMlsPQJs6U,2020,Jan,1
Vance Joy - 'Riptide' Official Video,mushroomvideos,uJ_1HMAGb4k,2020,Jan,1
"Billie Eilish, Khalid - lovely",BillieEilishVEVO,V1Pl8CzNzCw,2020,Jan,1
The Less I Know The Better,Tame Impala ,PvM79DJ2PmM,2020,Jan,1
A Watchful Guardian,Hans Zimmer ,MV9H6dIWohk,2020,Jan,1
"Alan Silvestri - Portals (From ""Avengers: Endgame""/Audio Only)",MarvelMusicVEVO,F_mhWxOjxp4,2020,Jan,1
No Time for Caution,Hans Zimmer ,lj8Q7jZOBgg,2020,Jan,1
Batman v Superman Official Soundtrack | Is She Still With You? | WaterTower,WaterTower Music,S176AKQhcCk,2020,Jan,1
What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer ,HH1l5okI9mE,2020,Jan,1
Batman v Superman Official Soundtrack | Their War Here - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,77DOTx6y1os,2020,Jan,1
Like a Dog Chasing Cars,Hans Zimmer ,pOxEn9bRFeA,2020,Jan,1
Batman v Superman Official Soundtrack | Do You Bleed? - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,A3gXlzjxhaw,2020,Jan,1
Why Do We Fall?,Hans Zimmer ,slrB29PD7wk,2020,Jan,1
Hans Zimmer - Mountains (Interstellar Soundtrack),Jennyni20 (Epic Music),o_Ay_iDRAbc,2020,Jan,1
Flight,Hans Zimmer ,BflqXfguhMU,2020,Jan,1
Lana Del Rey - Summertime Sadness (Official Music Video),LanaDelReyVEVO,TdrL3QxjyVw,2020,Jan,1
Arctic Monkeys - Tranquility Base Hotel & Casino (Official Video),ArcticMonkeysVEVO,mXuUAtAtMtM,2020,Jan,1
Sam Smith - Lay Me Down (Official Video),SamSmithVEVO,HaMq2nn5ac0,2020,Jan,1
Sam Smith - Money On My Mind (Official Video),SamSmithVEVO,K0G9T5Bnjlc,2020,Jan,1
505,Arctic Monkeys ,qU9mHegkTc4,2019,Dec,3
M83 'Midnight City' Official video,M83,dX3k_QDnzHE,2019,Dec,4
I Wanna Be Yours,Arctic Monkeys ,nyuo9-OjNNg,2019,Dec,6
Arctic Monkeys - Do I Wanna Know? (Official Video),Official Arctic Monkeys,bpOSxM0rNPM,2019,Dec,10
Arctic Monkeys - Tranquility Base Hotel & Casino (Official Video),ArcticMonkeysVEVO,mXuUAtAtMtM,2019,Dec,6
Hans Zimmer - Mountains (Interstellar Soundtrack),Jennyni20 (Epic Music),o_Ay_iDRAbc,2019,Dec,11
Sam Smith - Stay With Me (Official Video),SamSmithVEVO,pB-5XG-DbAA,2019,Dec,5
Lana Del Rey - Summertime Sadness (Official Music Video),LanaDelReyVEVO,TdrL3QxjyVw,2019,Dec,9
Sam Smith - Lay Me Down (Official Video),SamSmithVEVO,HaMq2nn5ac0,2019,Dec,5
Sam Smith - Leave Your Lover (Official Video),SamSmithVEVO,182TRJq9Zt8,2019,Dec,4
Sam Smith - Money On My Mind (Official Video),SamSmithVEVO,K0G9T5Bnjlc,2019,Dec,4
Sam Smith - Writing's On The Wall (from Spectre) (Official Video),SamSmithVEVO,8jzDnsjYv9A,2019,Dec,5
The Neighbourhood - Daddy Issues (Official Video),TheNeighbourhoodVEVO,_lMlsPQJs6U,2019,Dec,3
Arctic Monkeys - Stop The World I Wanna Get Off With You (Official Audio),Official Arctic Monkeys,3PyoxMSEHYI,2019,Dec,6
Lana Del Rey - Young and Beautiful (Official Music Video),LanaDelReyVEVO,o_1aF54DO60,2019,Dec,11
Arctic Monkeys - Why'd You Only Call Me When You're High? (Official Video),ArcticMonkeysVEVO,6366dxFf-Os,2019,Dec,14
Calvin Harris & Disciples - How Deep Is Your Love,CalvinHarrisVEVO,EgqUJOudrcM,2019,Dec,3
Sam Smith - Too Good At Goodbyes (Official Video),SamSmithVEVO,J_ub7Etch2U,2019,Dec,3
Yes I'm Changing,Tame Impala ,6XKQy9HM23c,2019,Dec,3
Young the Giant: Something To Believe in (Live Acoustic) (Official Audio),Young the Giant,1iBlEDsRtCE,2019,Dec,6
Young the Giant: Cough Syrup [OFFICIAL VIDEO],Young the Giant,UAsTlnjvetI,2019,Dec,6
Olympic Ayres - Magic (Official Video),Olympic Ayres,666y56PpwoQ,2019,Dec,1
Foster The People - Are You What You Want to Be? (Official Audio),fosterthepeopleVEVO,dcxu1LSm51w,2019,Dec,1
John Newman - Love Me Again,JohnNewmanVEVO,CfihYWRWRTQ,2019,Dec,1
"LSD - Genius ft. Sia, Diplo, Labrinth",SiaVEVO,HhoATZ1Imtw,2019,Dec,1
Dunkirk Official Soundtrack | The Mole - Hans Zimmer | WaterTower,WaterTower Music,wlXjP59jZCM,2019,Dec,2
Kwabs - Walk (Official Video),kwabsmusic,TW9uj83Vq-0,2019,Dec,1
Adele - Skyfall (Lyric Video),AdeleVEVO,DeumyOzKqgI,2019,Dec,1
Slaptop - Sunrise (FIFA 15 Soundtrack),FIFA Players,3WjkfRhFtx8,2019,Dec,1
Capital Cities - Safe And Sound (Official Music Video),CapitalCitiesVEVO,47dtFZ8CFo8,2019,Dec,2
What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer ,HH1l5okI9mE,2019,Dec,7
Saint Motel - My Type (FIFA 15 Soundtrack),FIFA Players,c3GMImYGQt0,2019,Dec,2
Come Alive - FMLYBND (FIFA 15 Soundtrack),FIFA Players,XmzjIDRIhY0,2019,Dec,6
Tame Impala - 'Cause I'm A Man (Official Video),tameimpalaVEVO,hefh9dFnChY,2019,Dec,3
Arabella,Arctic Monkeys ,80oOFk5tYps,2019,Dec,4
Hans Zimmer - No Time For Caution (Interstellar Soundtrack)(Docking)(Interstellar OST),711Tactical,m3zvVGJrTP8,2019,Dec,2
The Griswolds - 16 Years (Audio) as heard in FIFA 15,The Griswolds,3G5F4QDoIXo,2019,Dec,2
Fireside,Arctic Monkeys ,8-LewaeKejM,2019,Dec,2
Foster The People - Call It What You Want (Video),fosterthepeopleVEVO,1prhCWO_518,2019,Dec,3
The Weeknd - Blinding Lights (Official Audio),TheWeekndVEVO,fHI8X4OXluQ,2019,Dec,8
Batman v Superman Official Soundtrack | Do You Bleed? - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,A3gXlzjxhaw,2019,Dec,6
Batman v Superman Official Soundtrack | Beautiful Lie - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,z9BL59uiAz8,2019,Dec,6
Batman v Superman Official Soundtrack | Is She Still With You? | WaterTower,WaterTower Music,S176AKQhcCk,2019,Dec,9
Hans Zimmer - The Dark Knight OST - A Dark Knight - HD,xman77c,94TAFSMdkvk,2019,Dec,5
I'm Not a Hero,Hans Zimmer ,ixS1D0Lu8Ds,2019,Dec,5
Flight,Hans Zimmer ,BflqXfguhMU,2019,Dec,10
Arctic Monkeys - Four Out Of Five (Official Video),ArcticMonkeysVEVO,71Es-8FfATo,2019,Dec,2
Sam Smith - I'm Not The Only One (Official Video),SamSmithVEVO,nCkpzqqog4k,2019,Dec,5
Arctic Monkeys - One For The Road (Official Video),Official Arctic Monkeys,qN7gSMPQFss,2019,Dec,3
The Neighbourhood - Sweater Weather (Official Video),TheNeighbourhoodVEVO,GCdwKhTtNNw,2019,Dec,10
Arctic Monkeys - Black Treacle (Official Video),Official Arctic Monkeys,1wznj4lD1Bs,2019,Dec,6
Arctic Monkeys - Four Out Of Five (Official Audio),Official Arctic Monkeys,zKJrrMIsghI,2019,Dec,3
Knee Socks,Arctic Monkeys ,lyO-Sveg6a8,2019,Dec,3
Lana Del Rey - Lust For Life (Official Video) ft. The Weeknd,LanaDelReyVEVO,eP4eqhWc7sI,2019,Dec,11
The Less I Know The Better,Tame Impala ,PvM79DJ2PmM,2019,Dec,2
Arctic Monkeys - Crying Lightning (Official Video),Domino Recording Co.,fLsBJPlGIDU,2019,Dec,3
FOALS - Mountain At My Gates [Official Music Video] (GoPro Spherical),Foals,l_EIE5f2t6M,2019,Dec,3
Foster The People - Coming of Age (Official Video),fosterthepeopleVEVO,MBqzrj18S2w,2019,Dec,6
Young the Giant: Heat of the Summer [OFFICIAL VIDEO],Young the Giant,GehRsHpg84c,2019,Dec,7
Arctic Monkeys - My Propeller (Official Video),Domino Recording Co.,Z5vZovv8cPk,2019,Dec,4
The Weeknd - The Hills (Official Video),TheWeekndVEVO,yzTuBuRdAyA,2019,Dec,1
The Weeknd - Often (NSFW) (Official Video),TheWeekndVEVO,JPIhUaONiLU,2019,Dec,1
Dunkirk Official Soundtrack | Supermarine - Hans Zimmer | WaterTower,WaterTower Music,n1VJ39nVIBk,2019,Dec,11
MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),Macklemore LLC,QK8mJJJvaes,2019,Dec,1
"Alan Silvestri - Portals (From ""Avengers: Endgame""/Audio Only)",MarvelMusicVEVO,F_mhWxOjxp4,2019,Dec,1
The Avengers Soundtrack - The Avengers,Underaredsky,72MeeEMDXps,2019,Dec,1
Vaaranam Aayiram - Oh Shanthi Shanthi Video | Suriya | Harris Jayaraj,SonyMusicSouthVEVO,jnxTNyxBHRk,2019,Dec,1
Cage The Elephant - Social Cues (Official Video),CageTheElephantVEVO,2gR9LAI6rZQ,2019,Dec,2
Arctic Monkeys - Arabella (Official Video),ArcticMonkeysVEVO,Nj8r3qmOoZ8,2019,Dec,1
Arctic Monkeys - R U Mine? (Official Video),Official Arctic Monkeys,VQH8ZTgna3Q,2019,Dec,1
Jake Bugg - Kiss Like the Sun (Official Audio),JakeBuggVEVO,7ovkBRT1_ac,2019,Dec,2
A Watchful Guardian,Hans Zimmer ,MV9H6dIWohk,2019,Dec,10
Like a Dog Chasing Cars,Hans Zimmer ,pOxEn9bRFeA,2019,Dec,9
Batman v Superman Official Soundtrack | Their War Here - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,77DOTx6y1os,2019,Dec,9
Borderline,Tame Impala ,gOrViiKvbXg,2019,Dec,4
Tame Impala - Eventually (Official Audio),tameimpalaVEVO,GHe8kKO8uds,2019,Dec,2
Tame Impala - Feels Like We Only Go Backwards (Official Video),tameimpalaVEVO,wycjnCCgUes,2019,Dec,2
Arctic Monkeys - Snap Out Of It (Official Video),ArcticMonkeysVEVO,H8tLS_NOWLs,2019,Dec,4
Khalid - American Teen (Official Video),KhalidVEVO,0NChtZCDCsY,2019,Dec,1
Foster The People - Worst Nites (Official Video),fosterthepeopleVEVO,sJC05MPEpV8,2019,Dec,3
Clean Bandit - Rather Be ft. Jess Glynne [Official Video],Clean Bandit,m-M1AtrxztU,2019,Dec,1
Halsey - Colors,HalseyVEVO,JGulAZnnTKA,2019,Dec,1
Oh Wonder - Without You,OhWonderMusicVEVO,zLAhRiUeJ8E,2019,Dec,2
The 1975 - Chocolate (Official Video),The1975VEVO,CHk5SWVO4p8,2019,Dec,2
Lukas Graham - 7 Years [Official Music Video],Lukas Graham,LHCob76kigA,2019,Dec,1
Years & Years - King (Official Video),YearsAndYearsVEVO,g_uoH6hJilc,2019,Dec,3
Sasha Alex Sloan - Older (Lyric Video),SashaSloanVEVO,r1Fx0tqK5Z4,2019,Dec,1
Yung Pinch - Smoke & Drive ft. blackbear (Official Video),GalaxyMusic,INLDzdMtHQw,2019,Dec,1
Arctic Monkeys - Batphone (Official Audio),Official Arctic Monkeys,zM1KK2xX4_w,2019,Dec,1
No. 1 Party Anthem,Arctic Monkeys ,mGUjVbsYG6E,2019,Dec,1
The 1975 - The Sound,The1975VEVO,FSnAllHtG70,2019,Dec,3
Eventually,Tame Impala ,YifOMt9dlGk,2019,Dec,4
Young the Giant: Superposition [OFFICIAL VIDEO],Young the Giant,QxJhrwyn0M4,2019,Dec,4
R U Mine?,Arctic Monkeys ,giLpYG11qxQ,2019,Dec,1
Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),SiaVEVO,KWZGAExj-es,2019,Dec,2
Tame Impala - Let It Happen (Official Video),tameimpalaVEVO,pFptt7Cargc,2019,Dec,3
Lana Del Rey - Blue Jeans,LanaDelReyVEVO,JRWox-i6aAk,2019,Dec,2
The Neighbourhood - You Get Me So High (Audio),TheNeighbourhoodVEVO,jCSvOtUaI8s,2019,Dec,6
The Neighbourhood - Reflections (Audio),TheNeighbourhoodVEVO,x47TgeRJtH0,2019,Dec,2
The 1975 - Somebody Else (Official Video),The1975VEVO,Bimd2nZirT4,2019,Dec,2
Foster The People - Houdini (Video),fosterthepeopleVEVO,_GMQLjzVGfw,2019,Dec,6
The Neighbourhood - Stuck with Me (Audio),TheNeighbourhoodVEVO,UWBC2bv5O7U,2019,Dec,6
The Neighbourhood - 24/7 (Audio),TheNeighbourhoodVEVO,pEue3Tchdvc,2019,Dec,4
Why Do We Fall?,Hans Zimmer ,slrB29PD7wk,2019,Dec,4
Sam Smith - Like I Can (Official Video),SamSmithVEVO,xeugznpGKPA,2019,Dec,1
Sam Smith - Pray ft. Logic (Official Video),SamSmithVEVO,8h--kFui1JA,2019,Dec,1
Disclosure - Omen ft. Sam Smith,DisclosureVEVO,fB63ztKnGvo,2019,Dec,1
Gesaffelstein & The Weeknd - Lost in the Fire (Official Video),GesaffelsteinVEVO,ZGDGdRIxvd0,2019,Dec,4
Lana Del Rey - Mariners Apartment Complex (Official Music Video),LanaDelReyVEVO,1uFv9Ts7Sdw,2019,Dec,1
Lana Del Rey - National Anthem,LanaDelReyVEVO,sxDdEPED0h8,2019,Dec,1
No Time for Caution,Hans Zimmer ,lj8Q7jZOBgg,2019,Dec,5
Lana Del Rey - Video Games,LanaDelReyVEVO,cE6wxDqdOV0,2019,Dec,1
Lana Del Rey - Ride,LanaDelReyVEVO,Py_-3di1yx0,2019,Dec,1
Lana Del Rey - West Coast,LanaDelReyVEVO,oKxuiw3iMBE,2019,Dec,1
Agent of Chaos,Hans Zimmer ,KMXDlkdaO5s,2019,Dec,1
The Dark Knight Rises Complete Score/Soundtrack: Chasing the Bomb (Suite),ChrisBricks,oUUaoWjAppg,2019,Dec,1
Blood on My Hands,Hans Zimmer ,epPJyCJzfxM,2019,Dec,1
Mind If I Cut In?,Hans Zimmer ,6Hg9qbzF1qo,2019,Dec,1
Fear Will Find You,Hans Zimmer ,FwlxaBulauE,2019,Dec,1
Imagine The Fire,Hans Zimmer ,qvxsmmvxxNc,2019,Dec,2
Despair,Hans Zimmer ,UW_3DB8j9Dw,2019,Dec,1
The Fire Rises,Hans Zimmer ,LA_FX7K6XFQ,2019,Dec,1
Gotham's Reckoning,Hans Zimmer ,SkCCEIDdXzo,2019,Dec,3
Rise,Hans Zimmer ,yY4Ck7-tvXA,2019,Dec,3
Lana Del Rey - Doin' Time,LanaDelReyVEVO,qolmz4FlnZ0,2019,Dec,2
Kygo - Firestone ft. Conrad Sewell (Official Video),KygoOfficialVEVO,9Sc-ir2UwGU,2019,Dec,5
"Calvin Harris, Dua Lipa - One Kiss (Official Video)",CalvinHarrisVEVO,DkeiKbqa02g,2019,Dec,2
THE DARK KNIGHT -  Symphonic Concert - Vienna,Film Music Fan,r-XXzX2PAvU,2019,Dec,1
New Divide [Official Music Video] - Linkin Park,Linkin Park,ysSxxIqKNN0,2019,Dec,1
CASTLE OF GLASS [Official Music Video] - Linkin Park,Linkin Park,ScNNfyq3d_w,2019,Dec,1
Maroon 5 - Wake Up Call (Official Music Video),Maroon5VEVO,dkQ0OJ5Byls,2019,Dec,2
"New Person, Same Old Mistakes",Tame Impala ,tEXYfT_G0W0,2019,Dec,3
"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",SiaVEVO,tjA7nAHOAww,2019,Dec,1
Lana Del Rey - Born To Die (Official Music Video),LanaDelReyVEVO,Bag1gUxuU0g,2019,Dec,1
Silver Lining,Kacey Musgraves ,R5NSb-Obnas,2019,Dec,1
The Moment,Tame Impala ,Mv0oYS-qMcQ,2019,Dec,1
Foster The People - Sit Next to Me (Audio),fosterthepeopleVEVO,BKLVpDTZOPQ,2019,Dec,3
Kacey Musgraves - Butterflies (Official Music Video),KaceyMusgravesVEVO,BM5Xa1FvNQQ,2019,Dec,2
Kacey Musgraves - Golden Hour (Audio),KaceyMusgravesVEVO,maONL_HfI20,2019,Dec,2
Hans Zimmer - Gotham's Reckoning (Bane's theme) (The Dark Knight Rises Soundtrack),Senatore_23,uF6IIp6YMjo,2019,Dec,1
Batman v Superman Official Soundtrack | Must There Be Superman | WaterTower,WaterTower Music,9xwPc8cqcmQ,2019,Dec,5
The Neighbourhood - Afraid (Official Video - Explicit),TheNeighbourhoodVEVO,LILL0AV0938,2019,Dec,1
The Neighbourhood - R.I.P. 2 My Youth (Official Video),TheNeighbourhoodVEVO,vKH-rcO6PA8,2019,Dec,4
Dreaming of the Crash,Hans Zimmer ,M2oVRx0ymEI,2019,Dec,5
Foster The People - Imagination (Official Video),fosterthepeopleVEVO,u209iGyUUCY,2019,Dec,2
The 1975 - Sincerity Is Scary (Official Video),The1975VEVO,1K93ioXL63c,2019,Dec,3
Maroon 5 - Won't Go Home Without You (Official Music Video),Maroon5VEVO,VlMEGBsw6j8,2019,Dec,3
Kacey Musgraves - Velvet Elvis (Audio),KaceyMusgravesVEVO,zsOe_K3UR0M,2019,Dec,3
Kacey Musgraves - Lonely Weekend (Audio),KaceyMusgravesVEVO,Zr3gscRpAhA,2019,Dec,4
Arctic Monkeys - Suck It And See (Official Video - Clean Edit),Domino Recording Co.,TlYJKfunfC0,2019,Dec,1
Foster The People - Imagination (Official Audio),fosterthepeopleVEVO,NE6pANWJGuU,2019,Dec,4
Disclosure - Latch feat. Sam Smith  (Official Video),Disclosure,93ASUImTedo,2019,Dec,1
"Mac DeMarco // ""My Kind of Woman"" (OFFICIAL VIDEO)",CapturedTracks,wIuBcb2T55Q,2019,Dec,1
Tame Impala - It Might Be Time (Official Audio),tameimpalaVEVO,4hZ_wTx_kWg,2019,Dec,2
Batman v Superman Official Soundtrack | Tuesday - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,LzQ3-9vXVAg,2019,Dec,3
Batman v Superman Official Soundtrack | Day of the Dead - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,lnNwMiOWDM0,2019,Dec,4
Batman v Superman Official Soundtrack | The Red Capes Are Coming | WaterTower,WaterTower Music,rD5wQROo_bs,2019,Dec,4
The 1975 - Robbers (Official Video) (Explicit),The1975VEVO,Iyy3YOpxL2k,2019,Dec,2
The Weeknd - Reminder (Official Video),TheWeekndVEVO,JZjAg6fK-BQ,2019,Dec,3
Kygo & Ellie Goulding - First Time (Official Video),KygoOfficialVEVO,OlH1RCs96JA,2019,Dec,3
Daddy Issues,The Neighbourhood ,lqSgsq4Bn2c,2019,Dec,3
Sean Paul - No Lie ft. Dua Lipa,SeanPaulVEVO,GzU8KqOY8YA,2019,Dec,4
The Neighbourhood - Compass (Audio),TheNeighbourhoodVEVO,j56dEcq7ryo,2019,Dec,5
Batman v Superman Official Soundtrack | New Rules - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,Td0Ip-bNSXM,2019,Dec,4
Batman v Superman Official Soundtrack | Fight Night - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,-VZ074cg0Gg,2019,Dec,3
A Little Push,Hans Zimmer ,0DcYCEJWHSA,2019,Dec,1
The Dark Knight Rises Soundtrack - Ending Credits,Alex92,VbIdnMgfb-4,2019,Dec,1
Dunkirk Official Soundtrack | Variation 15 - Benjamin Wallfisch | WaterTower,WaterTower Music,lUpvEgJEn94,2019,Dec,1
Aggressive Expansion,Hans Zimmer ,gEXZmoai-OI,2019,Dec,1
Time,Hans Zimmer ,jgyShFzdB_Q,2019,Dec,3
Detach,Hans Zimmer ,l-GUg4a3_1Q,2019,Dec,2
Black and Blue,Hans Zimmer ,__psi7R79sc,2019,Dec,2
Batman v Superman Official Soundtrack | Problems Up Here - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,XFo2BGLhWCE,2019,Dec,1
Kacey Musgraves - Happy & Sad (Audio),KaceyMusgravesVEVO,U5oIvfraRrU,2019,Dec,2
Batman v Superman Official Soundtrack | Black and Blue - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,fZFH4dHvTa0,2019,Dec,1
Batman v Superman Official Soundtrack | This Is My World - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,Rdc6QjBNOOU,2019,Dec,1
Batman v Superman Official Soundtrack | Men Are Still Good - Hans Zimmer & Junkie XL | WaterTower,WaterTower Music,ShTw1x2Lsrc,2019,Dec,1
Mission: Impossible Fallout Soundtrack Suite | Lorne Balfe,GPH Music,c5xA8zU_jQ4,2019,Dec,1
Rocky Soundtrack,Matteo Ferri,cWQluSY36FQ,2019,Dec,1
Captain America The Winter Soldier OST 05 - Fury by Henry Jackman,Eloquence Music,ibFOFrp4A8s,2019,Dec,2
Captain America: The Winter Soldier OST - 04. An Old Friend,Synthespian,p935TGVHrzI,2019,Dec,2
Captain America   The Winter Soldier OST 03 The Smithsonian,edgar raul martinez valdes,4TF5_d4R3pI,2019,Dec,2
Captain America The Winter Soldier OST 02 - Project Insight by Henry Jackman,Eloquence Music,PRHn1FOPIK4,2019,Dec,2
Captain America The Winter Soldier OST 01 - Lemurian Star by Henry Jackman,Eloquence Music,vOPonJDIQFI,2019,Dec,2
Captain America The Winter Soldier OST 06 The Winter Soldier,edgar raul martinez valdes,HVJGh51wR7k,2019,Dec,1
Hans Zimmer & James Newton Howard - Why So Serious? (Official Audio),RHINO,KjShkVqz2a4,2019,Dec,2
A Way of Life,Hans Zimmer ,Vp6_Rjxs9U8,2019,Dec,1
Mombasa,Hans Zimmer ,CPgPxGX6nNo,2019,Dec,1
Day One,Hans Zimmer ,78u2ywj2uLk,2019,Dec,2
Lost but Won,Hans Zimmer ,S238gmSaVM4,2019,Dec,1
Cornfield Chase,Hans Zimmer ,dkWm59GfLz4,2019,Dec,2
S.T.A.Y.,Hans Zimmer ,KckEf9KhMHo,2019,Dec,1
Kygo - Raging ft. Kodaline (Official Lyric Video),KygoOfficialVEVO,ZhzN7-Q00KU,2019,Dec,2
